,Australia_FX,Austria_FX,Belgium_FX,Canada_FX,Czech Republic_FX,Denmark_FX,Finland_FX,France_FX,Germany_FX,Greece_FX,Ireland_FX,Italy_FX,Japan_FX,Korea_FX,Netherlands_FX,New Zealand_FX,Norway_FX,Portugal_FX,Slovenia_FX,Spain_FX,Sweden_FX,Switzerland_FX,United Kingdom_FX,United States_FX
2006Q3,1.3369,0.7898894154818326,0.7898894154818326,1.1177,22.38,5.8907,0.7898894154818326,0.7898894154818326,0.7898894154818326,0.7898894154818326,0.7898894154818326,0.7898894154818326,117.8,945.2,0.7898894154818326,1.52859,6.5,0.7898894154818326,0.7898894154818326,0.7898894154818326,7.3299,1.2537,0.534702,1
2006Q4,1.26374,0.7593014426727411,0.7593014426727411,1.1654,20.88,5.6614,0.7593014426727411,0.7593014426727411,0.7593014426727411,0.7593014426727411,0.7593014426727411,0.7593014426727411,118.95,929.6,0.7593014426727411,1.41663,6.26,0.7593014426727411,0.7593014426727411,0.7593014426727411,6.8644,1.2203,0.509424,1
2007Q1,1.23916,0.7508634930169694,0.7508634930169694,1.1546,21.02,5.5945,0.7508634930169694,0.7508634930169694,0.7508634930169694,0.7508634930169694,0.7508634930169694,0.7508634930169694,117.65,940.3,0.7508634930169694,1.40292,6.1,0.7508634930169694,0.7508634930169694,0.7508634930169694,7.0177,1.2212,0.510699,1
2007Q2,1.17827,0.7404664938911514,0.7404664938911514,1.0654,21.26,5.5107,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,123.23,926.8,0.7404664938911514,1.29938,5.9,0.7404664938911514,0.7404664938911514,0.7404664938911514,6.8512,1.2266,0.498778,1
2007Q3,1.13289,0.7052683546089288,0.7052683546089288,0.9948,19.47,5.2574,0.7052683546089288,0.7052683546089288,0.7052683546089288,0.7052683546089288,0.7052683546089288,0.7052683546089288,115.05,920.7,0.7052683546089288,1.32626,5.44,0.7052683546089288,0.7052683546089288,0.7052683546089288,6.4988,1.17,0.492296,1
2007Q4,1.1343,0.6793016778751444,0.6793016778751444,0.9913,18.08,5.0753,0.6793016778751444,0.6793016778751444,0.6793016778751444,0.6793016778751444,0.6793016778751444,0.6793016778751444,114,938.2,0.6793016778751444,1.29199,5.41,0.6793016778751444,0.6793016778751444,0.6793016778751444,6.4136,1.1255,0.499151,1
2008Q1,1.08933,0.6324310650139136,0.6324310650139136,1.0265,16.02,4.7159,0.6324310650139136,0.6324310650139136,0.6324310650139136,0.6324310650139136,0.6324310650139136,0.6324310650139136,100.1,991.7,0.6324310650139136,1.26024,5.09,0.6324310650139136,0.6324310650139136,0.6324310650139136,5.943,0.9939,0.502892,1
2008Q2,1.03885,0.6343567622430855,0.6343567622430855,1.0197,15.16,4.731,0.6343567622430855,0.6343567622430855,0.6343567622430855,0.6343567622430855,0.6343567622430855,0.6343567622430855,106.4,1043.4,0.6343567622430855,1.31251,5.08,0.6343567622430855,0.6343567622430855,0.6343567622430855,6.0075,1.0177,0.502084,1
2008Q3,1.25063,0.699154023631406,0.699154023631406,1.0642,17.25,5.2165,0.699154023631406,0.699154023631406,0.699154023631406,0.699154023631406,0.699154023631406,0.699154023631406,104.3,1187.7,0.699154023631406,1.49745,5.83,0.699154023631406,0.699154023631406,0.699154023631406,6.8477,1.1017,0.555617,1
2008Q4,1.44342,0.7185456635769203,0.7185456635769203,1.218,19.35,5.2849,0.7185456635769203,0.7185456635769203,0.7185456635769203,0.7185456635769203,0.7185456635769203,0.7185456635769203,90.75,1257.5,0.7185456635769203,1.72861,7,0.7185456635769203,0.7185456635769203,0.7185456635769203,7.8106,1.0637,0.685965,1
2009Q1,1.45497,0.7514277126540427,0.7514277126540427,1.2613,20.57,5.5968,0.7514277126540427,0.7514277126540427,0.7514277126540427,0.7514277126540427,0.7514277126540427,0.7514277126540427,98.1,1377.1,0.7514277126540427,1.77904,6.68,0.7514277126540427,0.7514277126540427,0.7514277126540427,8.2206,1.1384,0.69735,1
2009Q2,1.23244,0.7075137965190321,0.7075137965190321,1.163,18.32,5.2689,0.7075137965190321,0.7075137965190321,0.7075137965190321,0.7075137965190321,0.7075137965190321,0.7075137965190321,95.95,1284.7,0.7075137965190321,1.53304,6.38,0.7075137965190321,0.7075137965190321,0.7075137965190321,7.65,1.0803,0.603865,1
2009Q3,1.13624,0.6829201666325206,0.6829201666325206,1.0707,17.18,5.0839,0.6829201666325206,0.6829201666325206,0.6829201666325206,0.6829201666325206,0.6829201666325206,0.6829201666325206,89.77,1188.7,0.6829201666325206,1.3988,5.78,0.6829201666325206,0.6829201666325206,0.6829201666325206,6.9876,1.029,0.620617,1
2009Q4,1.11495,0.6941552131056504,0.6941552131056504,1.051,18.37,5.1901,0.6941552131056504,0.6941552131056504,0.6941552131056504,0.6941552131056504,0.6941552131056504,0.6941552131056504,92.06,1167.6,0.6941552131056504,1.38562,5.78,0.6941552131056504,0.6941552131056504,0.6941552131056504,7.1165,1.0305,0.617475,1
2010Q1,1.09182,0.7418947993174567,0.7418947993174567,1.0158,18.87,5.5232,0.7418947993174567,0.7418947993174567,0.7418947993174567,0.7418947993174567,0.7418947993174567,0.7418947993174567,93.25,1130.8,0.7418947993174567,1.40895,5.98,0.7418947993174567,0.7418947993174567,0.7418947993174567,7.2064,1.0602,0.660066,1
2010Q2,1.1733,0.8149295085975062,0.8149295085975062,1.0646,20.95,6.0702,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,88.6,1210.3,0.8149295085975062,1.44321,6.5,0.8149295085975062,0.8149295085975062,0.8149295085975062,7.7629,1.0812,0.665557,1
2010Q3,1.03445,0.7327080890973037,0.7327080890973037,1.029,18.03,5.4601,0.7327080890973037,0.7327080890973037,0.7327080890973037,0.7327080890973037,0.7327080890973037,0.7327080890973037,83.4,1142,0.7327080890973037,1.35943,5.84,0.7327080890973037,0.7327080890973037,0.7327080890973037,6.6985,0.973,0.628378,1
2010Q4,0.98396,0.74839095943721,0.74839095943721,0.9946,18.75,5.6133,0.74839095943721,0.74839095943721,0.74839095943721,0.74839095943721,0.74839095943721,0.74839095943721,81.45,1138.9,0.74839095943721,1.29769,5.86,0.74839095943721,0.74839095943721,0.74839095943721,6.7097,0.9396,0.638774,1
2011Q1,0.96768,0.7038783698176955,0.7038783698176955,0.9696,17.27,5.2486,0.7038783698176955,0.7038783698176955,0.7038783698176955,0.7038783698176955,0.7038783698176955,0.7038783698176955,83.13,1107.2,0.7038783698176955,1.31113,5.51,0.7038783698176955,0.7038783698176955,0.7038783698176955,6.2877,0.9148,0.621427,1
2011Q2,0.93119,0.691897875873521,0.691897875873521,0.9645,16.85,5.1607,0.691897875873521,0.691897875873521,0.691897875873521,0.691897875873521,0.691897875873521,0.691897875873521,80.72,1078.1,0.691897875873521,1.20846,5.39,0.691897875873521,0.691897875873521,0.691897875873521,6.3474,0.8344,0.624688,1
2011Q3,1.02239,0.7405761682589054,0.7405761682589054,1.0482,18.33,5.5111,0.7405761682589054,0.7405761682589054,0.7405761682589054,0.7405761682589054,0.7405761682589054,0.7405761682589054,76.63,1179.5,0.7405761682589054,1.29921,5.84,0.7405761682589054,0.7405761682589054,0.7405761682589054,6.8563,0.9014,0.641231,1
2011Q4,0.98464,0.7728572532653218,0.7728572532653218,1.017,19.94,5.7456,0.7728572532653218,0.7728572532653218,0.7728572532653218,0.7728572532653218,0.7728572532653218,0.7728572532653218,77.72,1153.3,0.7728572532653218,1.29651,5.99,0.7728572532653218,0.7728572532653218,0.7728572532653218,6.8877,0.9409,0.646789,1
2012Q1,0.96135,0.7487271638215035,0.7487271638215035,0.9975,18.52,5.5705,0.7487271638215035,0.7487271638215035,0.7487271638215035,0.7487271638215035,0.7487271638215035,0.7487271638215035,82.15,1137.8,0.7487271638215035,1.22354,5.69,0.7487271638215035,0.7487271638215035,0.7487271638215035,6.6229,0.9031,0.624649,1
2012Q2,0.98126,0.7942811755361399,0.7942811755361399,1.0181,20.36,5.9042,0.7942811755361399,0.7942811755361399,0.7942811755361399,0.7942811755361399,0.7942811755361399,0.7942811755361399,79.3,1153.8,0.7942811755361399,1.27129,5.98,0.7942811755361399,0.7942811755361399,0.7942811755361399,6.9681,0.9554,0.640902,1
2012Q3,0.95566,0.7733952049497294,0.7733952049497294,0.9832,19.32,5.766,0.7733952049497294,0.7733952049497294,0.7733952049497294,0.7733952049497294,0.7733952049497294,0.7733952049497294,77.57,1118.6,0.7733952049497294,1.20402,5.7,0.7733952049497294,0.7733952049497294,0.7733952049497294,6.535,0.9355,0.617627,1
2012Q4,0.96108,0.757920266787934,0.757920266787934,0.9949,19.06,5.6591,0.757920266787934,0.757920266787934,0.757920266787934,0.757920266787934,0.757920266787934,0.757920266787934,86.55,1071.1,0.757920266787934,1.21914,5.57,0.757920266787934,0.757920266787934,0.757920266787934,6.5045,0.9166,0.633714,1
2013Q1,0.95914,0.7809449433814917,0.7809449433814917,1.016,20.07,5.8371,0.7809449433814917,0.7809449433814917,0.7809449433814917,0.7809449433814917,0.7809449433814917,0.7809449433814917,94.15,1112.1,0.7809449433814917,1.19496,5.83,0.7809449433814917,0.7809449433814917,0.7809449433814917,6.525,0.9521,0.661288,1
2013Q2,1.07887,0.764525993883792,0.764525993883792,1.0518,19.84,5.7278,0.764525993883792,0.764525993883792,0.764525993883792,0.764525993883792,0.764525993883792,0.764525993883792,98.14,1149.7,0.764525993883792,1.2846,6.03,0.764525993883792,0.764525993883792,0.764525993883792,6.7105,0.9412,0.651126,1
2013Q3,1.07423,0.7404664938911514,0.7404664938911514,1.0303,19.05,5.5224,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,0.7404664938911514,97.75,1075.6,0.7404664938911514,1.20919,6.01,0.7404664938911514,0.7404664938911514,0.7404664938911514,6.4106,0.9052,0.61908,1
2013Q4,1.12803,0.7251105793633529,0.7251105793633529,1.0636,19.89,5.4127,0.7251105793633529,0.7251105793633529,0.7251105793633529,0.7251105793633529,0.7251105793633529,0.7251105793633529,105.3,1055.3,0.7251105793633529,1.21922,6.08,0.7251105793633529,0.7251105793633529,0.7251105793633529,6.4238,0.8915,0.607238,1
2014Q1,1.08448,0.725268349289237,0.725268349289237,1.1055,19.9,5.4148,0.725268349289237,0.725268349289237,0.725268349289237,0.725268349289237,0.725268349289237,0.725268349289237,102.85,1068.8,0.725268349289237,1.1542,5.99,0.725268349289237,0.725268349289237,0.725268349289237,6.4899,0.884,0.600853,1
2014Q2,1.06157,0.732171621027969,0.732171621027969,1.067,20.1,5.4589,0.732171621027969,0.732171621027969,0.732171621027969,0.732171621027969,0.732171621027969,0.732171621027969,101.3,1014.4,0.732171621027969,1.13947,6.15,0.732171621027969,0.732171621027969,0.732171621027969,6.7186,0.8903,0.587027,1
2014Q3,1.1426,0.7947230390209012,0.7947230390209012,1.12,21.85,5.9152,0.7947230390209012,0.7947230390209012,0.7947230390209012,0.7947230390209012,0.7947230390209012,0.7947230390209012,109.37,1050.6,0.7947230390209012,1.2875,6.45,0.7947230390209012,0.7947230390209012,0.7947230390209012,7.2689,0.9581,0.618047,1
2014Q4,1.21922,0.8236553825879253,0.8236553825879253,1.1601,22.83,6.1214,0.8236553825879253,0.8236553825879253,0.8236553825879253,0.8236553825879253,0.8236553825879253,0.8236553825879253,120.64,1099.2,0.8236553825879253,1.2773,7.43,0.8236553825879253,0.8236553825879253,0.8236553825879253,7.7366,0.9891,0.640697,1
2015Q1,1.30993,0.9294544102611766,0.9294544102611766,1.2666,25.59,6.9427,0.9294544102611766,0.9294544102611766,0.9294544102611766,0.9294544102611766,0.9294544102611766,0.9294544102611766,120.11,1105,0.9294544102611766,1.33511,8.09,0.9294544102611766,0.9294544102611766,0.9294544102611766,8.6347,0.9728,0.675676,1
2015Q2,1.30208,0.893734918223255,0.893734918223255,1.249,24.35,6.6676,0.893734918223255,0.893734918223255,0.893734918223255,0.893734918223255,0.893734918223255,0.893734918223255,122.45,1124.1,0.893734918223255,1.46585,7.86,0.893734918223255,0.893734918223255,0.893734918223255,8.2358,0.9302,0.636213,1
2015Q3,1.42653,0.8926180487369454,0.8926180487369454,1.3345,24.27,6.6588,0.8926180487369454,0.8926180487369454,0.8926180487369454,0.8926180487369454,0.8926180487369454,0.8926180487369454,119.95,1194.5,0.8926180487369454,1.56887,8.5,0.8926180487369454,0.8926180487369454,0.8926180487369454,8.398,0.9734,0.657938,1
2015Q4,1.36874,0.918526683200147,0.918526683200147,1.384,24.82,6.83,0.918526683200147,0.918526683200147,0.918526683200147,0.918526683200147,0.918526683200147,0.918526683200147,120.5,1172,0.918526683200147,1.46028,8.81,0.918526683200147,0.918526683200147,0.918526683200147,8.4408,0.9921,0.674809,1
2016Q1,1.306,0.8783487044356609,0.8783487044356609,1.2987,23.76,6.5448,0.8783487044356609,0.8783487044356609,0.8783487044356609,0.8783487044356609,0.8783487044356609,0.8783487044356609,112.63,1153.5,0.8783487044356609,1.44655,8.27,0.8783487044356609,0.8783487044356609,0.8783487044356609,8.103,0.962,0.6943,1
2016Q2,1.34662,0.9007386056566384,0.9007386056566384,1.2917,24.43,6.7009,0.9007386056566384,0.9007386056566384,0.9007386056566384,0.9007386056566384,0.9007386056566384,0.9007386056566384,102.9,1164.7,0.9007386056566384,1.40845,8.38,0.9007386056566384,0.9007386056566384,0.9007386056566384,8.4887,0.976,0.7414,1
2016Q3,1.31062,0.8959770629871875,0.8959770629871875,1.3117,24.21,6.6762,0.8959770629871875,0.8959770629871875,0.8959770629871875,0.8959770629871875,0.8959770629871875,0.8959770629871875,101.08,1096.3,0.8959770629871875,1.38294,8.05,0.8959770629871875,0.8959770629871875,0.8959770629871875,8.6202,0.9742,0.771545,1
2016Q4,1.38198,0.948676596148373,0.948676596148373,1.3427,25.64,7.0528,0.948676596148373,0.948676596148373,0.948676596148373,0.948676596148373,0.948676596148373,0.948676596148373,116.8,1208.5,0.948676596148373,1.4351,8.62,0.948676596148373,0.948676596148373,0.948676596148373,9.0622,1.016,0.812876,1
2017Q1,1.30822,0.9353661958656815,0.9353661958656815,1.3299,25.28,7.0144,0.9353661958656815,0.9353661958656815,0.9353661958656815,0.9353661958656815,0.9353661958656815,0.9353661958656815,112.05,1116.1,0.9353661958656815,1.4304,8.58,0.9353661958656815,0.9353661958656815,0.9353661958656815,8.9161,1.0001,0.803052,1
2017Q2,1.30005,0.8762705923589205,0.8762705923589205,1.2977,22.95,6.5165,0.8762705923589205,0.8762705923589205,0.8762705923589205,0.8762705923589205,0.8762705923589205,0.8762705923589205,111.94,1139.6,0.8762705923589205,1.365,8.39,0.8762705923589205,0.8762705923589205,0.8762705923589205,8.4471,0.9586,0.770505,1
2017Q3,1.27567,0.8470269354565475,0.8470269354565475,1.248,22,6.3038,0.8470269354565475,0.8470269354565475,0.8470269354565475,0.8470269354565475,0.8470269354565475,0.8470269354565475,112.66,1146.7,0.8470269354565475,1.3848,7.97,0.8470269354565475,0.8470269354565475,0.8470269354565475,8.173,0.9709,0.747161,1
2017Q4,1.28205,0.8338197281747686,0.8338197281747686,1.2545,21.29,6.2077,0.8338197281747686,0.8338197281747686,0.8338197281747686,0.8338197281747686,0.8338197281747686,0.8338197281747686,112.9,1071.4,0.8338197281747686,1.409,8.21,0.8338197281747686,0.8338197281747686,0.8338197281747686,8.208,0.9753,0.74011,1
2018Q1,1.30463,0.8116224332440549,0.8116224332440549,1.2894,20.64,6.0101,0.8116224332440549,0.8116224332440549,0.8116224332440549,0.8116224332440549,0.8116224332440549,0.8116224332440549,106.19,1066.5,0.8116224332440549,1.3883,7.78,0.8116224332440549,0.8116224332440549,0.8116224332440549,8.347,0.9531,0.711162,1
2018Q2,1.353,0.857780065191285,0.857780065191285,1.3168,22.32,6.3926,0.857780065191285,0.857780065191285,0.857780065191285,0.857780065191285,0.857780065191285,0.857780065191285,110.45,1121.7,0.857780065191285,1.4835,8.16,0.857780065191285,0.857780065191285,0.857780065191285,8.9664,0.9933,0.761064,1
2018Q3,1.38466,0.8638562543192813,0.8638562543192813,1.2945,21.97,6.4413,0.8638562543192813,0.8638562543192813,0.8638562543192813,0.8638562543192813,0.8638562543192813,0.8638562543192813,113.47,1112.7,0.8638562543192813,1.5115,8.18,0.8638562543192813,0.8638562543192813,0.8638562543192813,8.9055,0.9773,0.766812,1
2018Q4,1.41683,0.8733624454148472,0.8733624454148472,1.3641,22.47,6.5194,0.8733624454148472,0.8733624454148472,0.8733624454148472,0.8733624454148472,0.8733624454148472,0.8733624454148472,110.83,1118.1,0.8733624454148472,1.4896,8.69,0.8733624454148472,0.8733624454148472,0.8733624454148472,8.9562,0.985,0.787681,1
2019Q1,1.41103,0.8900756564307967,0.8900756564307967,1.3363,22.97,6.6446,0.8900756564307967,0.8900756564307967,0.8900756564307967,0.8900756564307967,0.8900756564307967,0.8900756564307967,110.92,1137.8,0.8900756564307967,1.4738,8.6,0.8900756564307967,0.8900756564307967,0.8900756564307967,9.255,0.996,0.763038,1
2019Q2,1.44592,0.8787346221441126,0.8787346221441126,1.3087,22.36,6.5585,0.8787346221441126,0.8787346221441126,0.8787346221441126,0.8787346221441126,0.8787346221441126,0.8787346221441126,107.68,1156.8,0.8787346221441126,1.4939,8.52,0.8787346221441126,0.8787346221441126,0.8787346221441126,9.2823,0.974,0.788177,1
2019Q3,1.4817,0.918357975939021,0.918357975939021,1.3243,23.71,6.8566,0.918357975939021,0.918357975939021,0.918357975939021,0.918357975939021,0.918357975939021,0.918357975939021,107.95,1201.3,0.918357975939021,1.5931,9.09,0.918357975939021,0.918357975939021,0.918357975939021,9.8226,0.9931,0.812942,1
2019Q4,1.42735,0.8901548869503294,0.8901548869503294,1.3059,22.62,6.6759,0.8901548869503294,0.8901548869503294,0.8901548869503294,0.8901548869503294,0.8901548869503294,0.8901548869503294,109.12,1157.8,0.8901548869503294,1.4848,8.78,0.8901548869503294,0.8901548869503294,0.8901548869503294,9.2993,0.9683,0.762108,1
2020Q1,1.61943,0.9127418765972983,0.9127418765972983,1.4187,24.94,6.8158,0.9127418765972983,0.9127418765972983,0.9127418765972983,0.9127418765972983,0.9127418765972983,0.9127418765972983,108.7,1222.6,0.9127418765972983,1.6675,10.51,0.9127418765972983,0.9127418765972983,0.9127418765972983,10.0961,0.9641,0.809029,1
2020Q2,1.45709,0.8930166101089481,0.8930166101089481,1.3628,23.88,6.6553,0.8930166101089481,0.8930166101089481,0.8930166101089481,0.8930166101089481,0.8930166101089481,0.8930166101089481,107.72,1200.7,0.8930166101089481,1.5562,9.74,0.8930166101089481,0.8930166101089481,0.8930166101089481,9.372,0.9518,0.814963,1
2020Q3,1.40687,0.8541168431841476,0.8541168431841476,1.3339,23.24,6.3599,0.8541168431841476,0.8541168431841476,0.8541168431841476,0.8541168431841476,0.8541168431841476,0.8541168431841476,105.79,1173.5,0.8541168431841476,1.5145,9.48,0.8541168431841476,0.8541168431841476,0.8541168431841476,9.0291,0.923,0.779271,1
2020Q4,1.29836,0.8149295085975062,0.8149295085975062,1.2856,21.39,6.0576,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,0.8149295085975062,103.63,1088,0.8149295085975062,1.3837,8.53,0.8149295085975062,0.8149295085975062,0.8149295085975062,8.1772,0.8812,0.745156,1
2021Q1,1.31544,0.8528784648187633,0.8528784648187633,1.2575,22.3,6.3431,0.8528784648187633,0.8528784648187633,0.8528784648187633,0.8528784648187633,0.8528784648187633,0.8528784648187633,110.7,1133.5,0.8528784648187633,1.4308,8.52,0.8528784648187633,0.8528784648187633,0.8528784648187633,8.732,0.942,0.726533,1
2021Q2,1.33014,0.841467519353753,0.841467519353753,1.2394,21.44,6.2573,0.841467519353753,0.841467519353753,0.841467519353753,0.841467519353753,0.841467519353753,0.841467519353753,110.5,1130,0.841467519353753,1.429,8.56,0.841467519353753,0.841467519353753,0.841467519353753,8.5081,0.9229,0.721345,1
2021Q3,1.38773,0.8636324380343726,0.8636324380343726,1.2741,22.02,6.422,0.8636324380343726,0.8636324380343726,0.8636324380343726,0.8636324380343726,0.8636324380343726,0.8636324380343726,111.91,1184.9,0.8636324380343726,1.4548,8.78,0.8636324380343726,0.8636324380343726,0.8636324380343726,8.7817,0.9345,0.744325,1
2021Q4,1.37817,0.8829242450997704,0.8829242450997704,1.2865,21.95,6.5612,0.8829242450997704,0.8829242450997704,0.8829242450997704,0.8829242450997704,0.8829242450997704,0.8829242450997704,114.21,1186.6,0.8829242450997704,1.4637,8.82,0.8829242450997704,0.8829242450997704,0.8829242450997704,9.0381,0.9127,0.74438,1
2022Q1,1.33654,0.9008197459688315,0.9008197459688315,1.2496,21.96,6.7002,0.9008197459688315,0.9008197459688315,0.9008197459688315,0.9008197459688315,0.9008197459688315,0.9008197459688315,122.4,1210.8,0.9008197459688315,1.4337,8.75,0.9008197459688315,0.9008197459688315,0.9008197459688315,9.3118,0.925,0.761876,1
2022Q2,1.45159,0.962741888899586,0.962741888899586,1.2886,23.82,7.162,0.962741888899586,0.962741888899586,0.962741888899586,0.962741888899586,0.962741888899586,0.962741888899586,136.63,1292.9,0.962741888899586,1.6093,9.96,0.962741888899586,0.962741888899586,0.962741888899586,10.3302,0.9557,0.825832,1
2022Q3,1.53799,1.0258514567090686,1.0258514567090686,1.3707,25.18,7.6287,1.0258514567090686,1.0258514567090686,1.0258514567090686,1.0258514567090686,1.0258514567090686,1.0258514567090686,144.74,1434.8,1.0258514567090686,1.7443,10.86,1.0258514567090686,1.0258514567090686,1.0258514567090686,11.1811,0.9762,0.903669,1
2022Q4,1.47602,0.9375585974123383,0.9375585974123383,1.3603,22.62,6.9722,0.9375585974123383,0.9375585974123383,0.9375585974123383,0.9375585974123383,0.9375585974123383,0.9375585974123383,132.65,1267.3,0.9375585974123383,1.5785,9.86,0.9375585974123383,0.9375585974123383,0.9375585974123383,10.4273,0.9233,0.828638,1
2023Q1,1.48987,0.9195402298850576,0.9195402298850576,1.3533,21.6,6.8492,0.9195402298850576,0.9195402298850576,0.9195402298850576,0.9195402298850576,0.9195402298850576,0.9195402298850576,133.48,1303.8,0.9195402298850576,1.5936,10.48,0.9195402298850576,0.9195402298850576,0.9195402298850576,10.3729,0.9163,0.808048,1
2023Q2,1.5083,0.9203018590097551,0.9203018590097551,1.324,21.83,6.8539,0.9203018590097551,0.9203018590097551,0.9203018590097551,0.9203018590097551,0.9203018590097551,0.9203018590097551,144.88,1312.8,0.9203018590097551,1.6461,10.77,0.9203018590097551,0.9203018590097551,0.9203018590097551,10.8646,0.9011,0.790701,1
2023Q3,1.54847,0.943930526713234,0.943930526713234,1.352,22.97,7.039,0.943930526713234,0.943930526713234,0.943930526713234,0.943930526713234,0.943930526713234,0.943930526713234,149.44,1344.8,0.943930526713234,1.6762,10.62,0.943930526713234,0.943930526713234,0.943930526713234,10.8859,0.9097,0.815162,1
2023Q4,1.46199,0.9049773755656109,0.9049773755656109,1.3258,22.38,6.7447,0.9049773755656109,0.9049773755656109,0.9049773755656109,0.9049773755656109,0.9049773755656109,0.9049773755656109,141.91,1289.4,0.9049773755656109,1.5773,10.17,0.9049773755656109,0.9049773755656109,0.9049773755656109,10.0416,0.8401,0.785207,1
2024Q1,1.53093,0.9249838127832763,0.9249838127832763,1.355,23.41,6.8955,0.9249838127832763,0.9249838127832763,0.9249838127832763,0.9249838127832763,0.9249838127832763,0.9249838127832763,151.25,1346.8,0.9249838127832763,1.6692,10.8,0.9249838127832763,0.9249838127832763,0.9249838127832763,10.6604,0.9062,0.792864,1
2024Q2,1.50966,0.9341429238673516,0.9341429238673516,1.3687,23.39,6.9664,0.9341429238673516,0.9341429238673516,0.9341429238673516,0.9341429238673516,0.9341429238673516,0.9341429238673516,160.95,1389.2,0.9341429238673516,1.6447,10.65,0.9341429238673516,0.9341429238673516,0.9341429238673516,10.6114,0.8997,0.790108,1
